Date,benchmark,GDP,CSUSHPINSA,DGS10,TEDRATE,FEDFUNDS,PCE,UNRATE,RECPROUSM156N,VIXCLS,XOI.Index,YIELD_SLOPE,XAU.Curncy,CSENT,PAYEMS,OAS,SP500,TELECOMEXPORT,PPI_TELECOM,PPI_SOFTWARE,PPI_Semiconductor
2/29/2004,-0.030891089,0.014519634,0.009452065,0.0399,0.0018,0.0101,0.004329812,0.056,0,-0.125075165,0.053489322,0.023301,-0.015654119,0.014830508,0.002530078,0.044,0.01220903,-0.009016393,-0.005482456,0.004210526,0.009009009
3/31/2004,-0.030445443,0.014519634,0.014432554,0.0386,0.0018,0.01,0.006057903,0.058,4.00E-04,0.150515464,0.000741465,0.02263,0.076486179,-0.016701461,0.001913737,0.0398,-0.016358936,0.015715467,-0.002205072,0.002096436,-0.003826531
4/30/2004,-0.063013699,0.016098475,0.014504823,0.0453,0.0022,0.01,0.002536633,0.056,2.00E-04,0.02688172,0.018034554,0.021908,-0.093094149,-0.042462845,0.002336235,0.0425,-0.016790829,0.024429967,0.007734807,0,0.008962868
5/31/2004,0.060053981,0.016098475,0.014776303,0.0466,0.0025,0.01,0.008757492,0.056,6.00E-04,-0.098312973,0.00023157,0.021145,0.022753717,0.059866962,0.000584596,0.0407,0.012083446,0.009538951,-0.006578947,-0.012552301,-0.006345178
6/30/2004,0.022703161,0.016098475,0.014695969,0.0462,0.003,0.0103,-0.001010605,0.056,0.0102,-0.07483871,0.054158192,0.019034,-0.003286563,0.011506276,0.000341447,0.0401,0.017989078,-0.006299213,0,0.00529661,0.002554278
7/31/2004,-0.086721992,0.015297587,0.012091416,0.045,0.0028,0.0126,0.008056456,0.055,0.001,0.068340307,0.022307282,0.017976,-0.008116677,-0.008273009,0.00090263,0.0408,-0.034290523,-0.023771791,0.002207506,-0.001053741,0
8/31/2004,-0.052476147,0.015297587,0.009649468,0.0413,0.0023,0.0143,0.002865537,0.054,8.00E-04,-0.001958225,-0.018766879,0.017256,0.048075694,-0.017726799,0.001227682,0.0387,0.002287333,-0.008116883,-0.005506608,-0.010548523,-0.002547771
9/30/2004,0.030208583,0.015297587,0.008451986,0.0414,0.0034,0.0161,0.009476273,0.054,6.00E-04,-0.127534336,0.092720307,0.015144,0.020495303,-0.026539278,0.002618871,0.0373,0.009363906,0.006546645,-0.011074197,-0.002132196,-0.001277139
10/31/2004,0.057481964,0.015719843,0.007671975,0.0405,0.003,0.0176,0.005362475,0.055,0,0.21964018,-0.004450869,0.014751,0.02462642,0.011995638,0.000498249,0.0329,0.014014248,0.027642276,-0.008958567,0.00534188,0.001278772
11/30/2004,0.055237676,0.015719843,0.007677543,0.0436,0.0022,0.0193,0.004811176,0.054,0.001,-0.186232329,0.06931846,0.013525,0.05226928,0.046336207,0.000973365,0.031,0.038594939,0.013449367,-0.006779661,0.001062699,-0.003831418
12/31/2004,0.010636079,0.015719843,0.007428571,0.0424,0.0038,0.0216,0.006868911,0.054,0,0.003776435,-0.030557236,0.011531,-0.027719259,-0.016477858,0.001025185,0.032,0.032458128,0.004683841,-0.009101251,-0.006369427,0.001282051
1/31/2005,-0.058811391,0.020025691,0.009264511,0.0414,0.0027,0.0228,0.00055187,0.053,0.0018,-0.035364936,0.033822387,0.008564,-0.036150074,-0.014659686,0.001799767,0.0305,-0.025290448,-0.008547009,-0.019517796,0,-0.005121639
2/28/2005,0.005481254,0.020025691,0.011177719,0.0436,0.002,0.025,0.006395813,0.054,6.00E-04,-0.057722309,0.155437217,0.007808,0.030880265,-0.015940489,0.001014778,0.0298,0.018903384,-0.005485893,-0.030444965,0.002136752,-0.002574003
3/31/2005,-0.023113825,0.020025691,0.016365096,0.045,0.0039,0.0263,0.00545728,0.052,0.002,0.160596026,-0.01029731,0.00707,-0.016756571,-0.052915767,0.002733369,0.0378,-0.019117647,0.003152088,-0.020531401,0,-0.003870968
4/30/2005,-0.042410714,0.012514234,0.014704095,0.0421,0.0037,0.0279,0.010832125,0.052,6.00E-04,0.092011412,-0.042051799,0.005481,0.014123964,-0.009122007,0.001325515,0.0423,-0.02010859,-0.021209741,-0.002466091,0.003198294,-0.00388601
5/31/2005,0.091142191,0.012514234,0.015209581,0.04,0.0041,0.03,-0.004050069,0.051,8.00E-04,-0.131939909,0.011926482,0.004074,-0.039479742,0.104718067,0.001832324,0.039,0.029952025,0.002407705,-0.012360939,-0.006376196,-0.00390117
6/30/2005,-0.022217475,0.012514234,0.014568833,0.0394,0.0046,0.0304,0.010909384,0.05,8.00E-04,-0.094055681,0.075495214,0.002799,0.043738766,0.005208333,0.002791982,0.0349,-0.000142677,0.001601281,-0.020025031,0.004278075,-0.002610966
7/31/2005,0.06336028,0.017832628,0.012150456,0.0428,0.0036,0.0326,0.010552346,0.05,0.005,-0.039036545,0.060812331,0.002613,-0.013088404,-0.076683938,0.001459104,0.0337,0.035968204,-0.001598721,0,-0.004259851,0.002617801
8/31/2005,-0.006985823,0.017832628,0.010453762,0.0402,0.0043,0.035,0.000530001,0.049,0.0156,0.089023336,0.078962719,0.002023,0.012563983,-0.136924804,0.000498049,0.0364,-0.011222026,0.016813451,-0.011494253,0.003208556,0.002610966
9/30/2005,0.006414235,0.017832628,0.009606639,0.0434,0.006,0.0362,0.005748033,0.05,0.1036,-0.053968254,0.058006488,0.001591,0.078354779,-0.035110533,0.000624108,0.0358,0.00694894,0.029133858,-0.014211886,0.008528785,-0.0078125
10/31/2005,-0.024259868,0.013341769,0.006418558,0.0457,0.0037,0.0378,0.004034246,0.05,0.0028,0.285234899,-0.084260111,0.001768,-0.008757724,0.099730458,0.002532003,0.0362,-0.017740741,0.042846213,-0.015727392,-0.00422833,-0.003937008
11/30/2005,0.074589128,0.013341769,0.005202797,0.0449,0.0056,0.04,0.003136301,0.05,2.00E-04,-0.212793734,-0.013402731,0.000772,0.059953997,0.121323529,0.001162817,0.0365,0.035186121,0.016140866,-0.009320905,0.002123142,-0.009222661
12/31/2005,-0.025098039,0.013341769,0.002393143,0.0439,0.0055,0.0416,0.00435039,0.049,2.00E-04,0.000829187,0.014829136,-8.50E-05,0.048511398,-0.003278689,0.002056609,0.0355,-0.000952396,-0.006498195,-0.00672043,-0.002118644,-0.003989362
1/31/2006,0.041633146,0.019973278,0.003997557,0.0453,0.0031,0.0429,0.008120264,0.047,2.00E-04,0.072908036,0.158355542,-3.00E-06,0.100386847,-0.049342105,0.002325547,0.0334,0.025466839,-0.03125,-0.00270636,0.002123142,-0.00400534
2/28/2006,-0.012550685,0.019973278,0.003760438,0.0455,0.0031,0.0449,0.003802156,0.048,0.001,-0.047104247,-0.09750678,-0.001236,-0.01291967,0.025374856,0.002077088,0.0325,0.000453097,-0.017254314,0,-0.004237288,-0.004021448
3/31/2006,0.02190262,0.019973278,0.00683158,0.0486,0.0048,0.0459,0.003656387,0.047,0.0012,-0.076985413,0.037716645,0.000311,0.039355356,-0.016872891,0.001345104,0.0306,0.011064607,0.006870229,-0.008141113,-0.003191489,0.004037685
4/30/2006,-0.006125132,0.0110551,0.004924761,0.0507,0.0048,0.0479,0.006020877,0.047,0.0014,0.017559263,0.053346411,0.001922,0.12127131,-0.094965675,0.00018351,0.0302,0.012186928,0.028051554,0.019151847,-0.002134472,0.00536193
5/31/2006,-0.076049288,0.0110551,0.003974952,0.0512,0.005,0.0494,0.003339369,0.046,0.002,0.418464193,-0.026116028,0.000856,-0.014103877,0.073324905,0.000579787,0.0328,-0.030916901,0.022123894,-0.017449664,0.009625668,0.002666667
6/30/2006,-0.011043967,0.0110551,0.000922009,0.0515,0.0061,0.0499,0.003209388,0.046,0.001,-0.204379562,0.050254505,-0.000134,-0.045489771,-0.002355713,0.001510973,0.0337,8.66E-05,0.015151515,0.004098361,0,-0.001329787
7/31/2006,-0.036241045,0.007877219,0.000379301,0.0499,0.005,0.0524,0.008250932,0.047,8.00E-04,0.142966361,0.043419456,0.000294,0.033936835,-0.031877214,0.001340247,0.0342,0.005085813,0.022743426,0.002721088,-0.003177966,0.002663116
8/31/2006,0.079798863,0.007877219,-0.001083306,0.0474,0.0048,0.0525,0.000876031,0.047,0.001,-0.176588629,-0.048160335,-0.000496,-0.014840989,0.041463415,0.001119035,0.0343,0.021274263,0.015983322,0.002713704,0.001062699,0
9/30/2006,0.039684147,0.007877219,-0.001138705,0.0464,0.006,0.0525,0.00270051,0.045,0.0018,-0.026807474,-0.053835813,-0.000553,-0.046229874,0.096018735,5.84E-05,0.0325,0.024566274,0.023939808,-0.00405954,0.001061571,0.006640106
10/31/2006,0.035443038,0.011350758,-0.000814288,0.0461,0.0042,0.0525,0.00206517,0.044,0.0016,-0.07345576,0.047017576,-0.000945,0.013872639,-0.016025641,0.001526818,0.0314,0.031508029,0.026720107,-0.008152174,0.003181336,-0.003957784
11/30/2006,0.038555576,0.011350758,-0.002281865,0.0446,0.0047,0.0525,0.001901565,0.045,0.0012,-0.017117117,0.067940889,-0.001503,0.068249258,-0.004343105,0.00124731,0.03,0.01646661,0.018217306,0.012328767,0.003171247,-0.001324503
12/31/2006,-0.013944223,0.011350758,-0.002178175,0.0471,0.0047,0.0524,0.009044448,0.044,8.00E-04,0.059578368,-0.019588913,-0.001058,-0.017438272,0.056706652,0.00174843,0.0276,0.012615751,0.005111821,-0.0067659,-0.005268704,0.00265252
1/31/2007,0.016161616,0.011862051,-0.002783235,0.0483,0.0037,0.0525,0.003845952,0.046,0.0028,-0.098615917,-0.020114967,-0.001085,0.025914874,-0.057791538,0.000647244,0.0262,0.014059085,-0.009535919,-0.005449591,-0.006355932,-0.002645503
2/28/2007,-0.027290801,0.011862051,-0.001368139,0.0456,0.0034,0.0526,0.003946363,0.045,4.00E-04,0.479846449,-0.017908217,-0.000766,0.024724434,-0.031763417,0.001380864,0.0286,-0.021846145,0,-0.008219178,0.002132196,-0.037135279
3/31/2007,0.002415459,0.011862051,-0.001534415,0.0465,0.0045,0.0526,0.004254077,0.044,4.00E-04,-0.050583658,0.063747354,0.000699,-0.008291626,-0.014705882,0.000580615,0.0274,0.009979955,0.005134788,-0.009668508,0.00106383,-0.013774105
4/30/2007,0.049490269,0.013284901,-0.000329308,0.0463,0.0057,0.0525,0.004049171,0.045,0,-0.028688525,0.045021417,0.000312,0.022069901,0.013777268,0.001037247,0.0257,0.043290683,0.017241379,0.016736402,0,-0.001396648
5/31/2007,0.042741081,0.013284901,-0.001372571,0.049,0.0076,0.0525,0.003960457,0.044,8.00E-04,-0.082278481,0.076148442,-0.000202,-0.026457366,-0.033975085,0.000543447,0.0261,0.032549229,0.011927181,0.010973937,-0.004250797,-0.011188811
6/30/2007,0.008130081,0.013284901,-0.001869262,0.0503,0.0068,0.0525,0.001483175,0.046,0.002,0.243678161,0.030748761,0.001662,-0.016426949,0.05978898,-0.000246229,0.0335,-0.01781631,0.014888337,-0.002713704,-0.004268943,0.004243281
7/31/2007,-0.010584677,0.01021764,-0.003029468,0.0478,0.0054,0.0526,0.0037333,0.047,0.0038,0.449168207,-0.033626021,0.002214,0.022550604,-0.077433628,-0.000144876,0.0431,-0.031981907,0.008557457,0.028571429,0.001071811,-0.016901408
8/31/2007,0.028527764,0.01021764,-0.004143646,0.0454,0.0171,0.0502,0.004200992,0.046,0.0032,-0.005952381,0.002385304,0.003972,0.013548096,0,0.000637547,0.0442,0.012863592,0.024848485,-0.034391534,0.005353319,-0.010028653
9/30/2007,0.036816906,0.01021764,-0.006213592,0.0459,0.0151,0.0494,0.003765076,0.047,0.0056,-0.230111206,0.054467842,0.00603,0.104411109,-0.029976019,0.00060818,0.0416,0.035794001,0.032525133,0.016438356,-0.002129925,-0.008683068
10/31/2007,0.068312102,0.007938063,-0.008876235,0.0448,0.0105,0.0476,0.00166709,0.047,0.0182,0.029444444,0.038572371,0.005256,0.071543841,-0.059332509,0.000824885,0.0531,0.014822335,0.051546392,-0.010781671,-0.001067236,-0.010218978
11/30/2007,-0.079594574,0.007938063,-0.013292779,0.0397,0.0205,0.0449,0.007580755,0.047,0.026,0.234214787,-0.044166611,0.009432,-0.016629016,-0.007884363,0.000708528,0.0569,-0.044043424,0.019607843,-0.01226158,-0.001068376,-0.004424779
12/31/2007,0.011497976,0.007938063,-0.010389314,0.0404,0.0141,0.0424,0.001913664,0.05,0.078,-0.0161784,0.090973951,0.009766,0.064003573,0.038410596,0.000122821,0.068,-0.008628489,0.001602564,-0.023448276,0,-0.008888889
1/31/2008,-0.129362792,-0.001149787,-0.013094139,0.0367,0.0119,0.0394,0.001568217,0.05,0.1954,0.164444444,-0.121491312,0.015002,0.110831234,-0.096938776,-0.000606805,0.0725,-0.061163475,-0.002666667,-0.002824859,0.005347594,-0.002989537
2/29/2008,-0.036410445,-0.001149787,-0.010988369,0.0353,0.0125,0.0298,-0.00075277,0.049,0.3808,0.012977099,0.036884857,0.018934,0.051614297,-0.018361582,-0.000563804,0.0808,-0.034761162,0.001069519,-0.011331445,-0.00106383,0
3/31/2008,0.001908397,-0.001149787,-0.007623663,0.0345,0.0133,0.0261,0.004871581,0.051,0.5098,-0.035041447,-0.058469118,0.018272,-0.05852757,-0.099280576,-0.00151879,0.0739,-0.005959583,0.013888889,-0.017191977,0.013844515,0
4/30/2008,0.074857143,0.009853055,-0.003454026,0.0377,0.0144,0.0228,0.004038304,0.05,0.6208,-0.188207731,0.109944082,0.014742,-0.042916349,-0.044728435,-0.00134726,0.0669,0.047546685,0.028451001,0.018950437,0.008403361,-0.00149925
5/31/2008,0.062555378,0.009853055,-0.001852516,0.0406,0.0083,0.0198,0.004848376,0.054,0.7004,-0.142376142,0.057140933,0.014184,0.010198849,-0.056856187,-0.001175003,0.0673,0.010674153,0.018442623,-0.004291845,-0.009375,0
6/30/2008,-0.096230821,0.009853055,-0.002873735,0.0399,0.0091,0.02,0.005558143,0.056,0.773,0.343241727,-0.021929294,0.013526,0.043880429,0.085106383,-0.001546729,0.0775,-0.085962382,0.008551308,-0.00862069,-0.008412198,0
7/31/2008,-0.012917512,0.002025859,-0.004923446,0.0399,0.0114,0.0201,0.000167498,0.058,0.9252,-0.04217119,-0.134095898,0.014383,-0.012210936,0.029411765,-0.001941861,0.082,-0.009859375,-0.007481297,-0.014492754,0.012725345,-0.006006006
8/31/2008,0.024490559,0.002025859,-0.008628492,0.0383,0.0112,0.02,-0.001063924,0.061,0.9946,-0.099825632,-0.001963425,0.014447,-0.090744995,0.115873016,-0.003279166,0.0919,0.012190503,-0.011055276,0.020588235,0.003141361,-0.003021148
9/30/2008,-0.134489051,0.002025859,-0.014424833,0.0385,0.0315,0.0181,-0.005630997,0.061,0.9998,0.907506053,-0.128469134,0.018635,0.04788546,-0.180654339,-0.003465419,0.1494,-0.090791453,-0.018800813,-0.002881844,-0.018789144,-0.003030303
10/31/2008,-0.167404596,-0.019742258,-0.017044402,0.0401,0.0259,0.0097,-0.009907569,0.065,0.8774,0.520436659,-0.172582291,0.02405,-0.168896033,-0.039930556,-0.005619709,0.1796,-0.169424534,-0.019678923,-0.014450867,0.017021277,0.004559271
11/30/2008,-0.125094961,-0.019742258,-0.019413206,0.0293,0.0221,0.0039,-0.013232098,0.068,0.9984,-0.076974453,0.012041266,0.019393,0.130137459,0.086799277,-0.00512026,0.2031,-0.074849032,-0.011621764,0,0.007322176,-0.004538578
12/31/2008,0.022575977,-0.019742258,-0.022552537,0.0225,0.0132,0.0016,-0.010861621,0.073,1,-0.276410999,0.011825703,0.01448,0.078234827,0.018302829,-0.005880783,0.1673,0.007821566,0.005879209,0.008797654,-0.010384216,-0.006079027
1/31/2009,-0.027738466,-0.011413373,-0.020909806,0.0287,0.0094,0.0015,0.004915745,0.078,1,0.121,-0.045290299,0.01894,0.051924494,-0.080065359,-0.005236735,0.1654,-0.085657348,0.017003188,-0.011627907,0.007345226,-0.009174312
2/28/2009,-0.034934498,-0.011413373,-0.011648925,0.0302,0.01,0.0022,-0.001674819,0.083,0.9976,0.03367529,-0.117030717,0.02043,0.015595193,0.017761989,-0.006171682,0.1784,-0.109931225,0.013061651,0.001470588,0,0.00308642
3/31/2009,0.117043741,-0.011413373,-0.00745106,0.0271,0.0098,0.0018,-0.003355258,0.087,0.999,-0.04768069,0.030538233,0.018669,-0.024376008,0.136125654,-0.00518381,0.156,0.085404508,0.004125838,-0.008810573,-0.011458333,0.004615385
4/30/2009,0.1236835,-0.003021993,0.002934553,0.0316,0.0088,0.0015,-0.000102639,0.09,0.983,-0.173085637,0.029762534,0.0222,-0.033882634,0.055299539,-0.002647128,0.1251,0.093925076,-0.003595275,-0.008888889,0,0.001531394
5/31/2009,0.025955299,-0.003021993,0.008369624,0.0347,0.0052,0.0018,0.001827159,0.094,0.897,-0.207671233,0.126471931,0.025448,0.102431885,0.030567686,-0.003581967,0.1081,0.053081427,-0.00257732,0.002989537,-0.002107482,0.001529052
6/30/2009,0.042164441,-0.003021993,0.010931912,0.0353,0.004,0.0021,0.004907938,0.095,0.5966,-0.088865837,-0.069223289,0.024235,-0.053800118,-0.06779661,-0.002511048,0.1027,0.000195835,0.000516796,-0.013412817,-0.001055966,-0.001526718
